	model_id	variable	relative_importance	scaled_importance	percentage
0	GBM_1_AutoML_20190416_015849	supply_area	5.142440512168814e+20	1.0	0.26965304008383767
1	GBM_1_AutoML_20190416_015849	city	3.556079913049879e+20	0.691516003857497	0.18646939270680088
2	GBM_1_AutoML_20190416_015849	exclusive_use_area	2.8717862730904633e+20	0.5584481271674047	0.15058723521981623
3	GBM_1_AutoML_20190416_015849	apartment_building_count_in_sites	1.3659960388754185e+20	0.2656318601339177	0.07162843862823566
4	GBM_1_AutoML_20190416_015849	total_parking_capacity_in_site	1.1062438055314771e+20	0.21512038941699316	0.05800786699031123
5	GBM_1_AutoML_20190416_015849	total_household_count_in_sites	8.393671766441984e+19	0.16322350733235744	0.04401371496531675
6	GBM_1_AutoML_20190416_015849	floor	7.956222709042931e+19	0.1547168643023818	0.041719872811375826
7	GBM_1_AutoML_20190416_015849	heat_fuel_cogeneration	6.286668838041813e+19	0.12225068667620664	0.03296526931457583
8	GBM_1_AutoML_20190416_015849	total_household_count_of_area_type	5.228192743433018e+19	0.10166753958672509	0.02741496112740433
9	GBM_1_AutoML_20190416_015849	heat_fuel_gas	4.359336664931867e+19	0.08477174708421324	0.0228589593144763
10	GBM_1_AutoML_20190416_015849	bathroom_count	4.257647232525376e+19	0.08279429236858049	0.02232573263877781
11	GBM_1_AutoML_20190416_015849	heat_type_district	3.5194944992644694e+19	0.06844015970502942	0.01845509712828455
12	GBM_1_AutoML_20190416_015849	heat_type_individual	3.422536045489973e+19	0.06655470369352945	0.017946678182839237
13	GBM_1_AutoML_20190416_015849	front_door_structure_stairway	2.4499676530895487e+19	0.047642119481831	0.01284684235431316
14	GBM_1_AutoML_20190416_015849	room_count	2.002224967831257e+19	0.038935306360730705	0.010499023726766617
15	GBM_1_AutoML_20190416_015849	front_door_structure_mixed	1.0703568675027288e+19	0.020814180834370175	0.005612607138842666
16	GBM_1_AutoML_20190416_015849	heat_type_central	7.370545410470838e+18	0.014332777196021126	0.0038648769437513992
17	GBM_1_AutoML_20190416_015849	front_door_structure_corridor	5.969837415672578e+18	0.01160895765647819	0.003130390724273887
18	XGBoost_grid_1_AutoML_20190416_021340_model_7	supply_area	7.337369362340837e+20	1.0	0.234053082362835
19	XGBoost_grid_1_AutoML_20190416_021340_model_7	exclusive_use_area	5.1960716987001e+20	0.7081654803108345	0.16574831348970837
20	XGBoost_grid_1_AutoML_20190416_021340_model_7	city	4.4163047373120576e+20	0.601892111357895	0.14087470391319004
21	XGBoost_grid_1_AutoML_20190416_021340_model_7	total_parking_capacity_in_site	2.6192748955614734e+20	0.3569773806134039	0.08355165626637812
22	XGBoost_grid_1_AutoML_20190416_021340_model_7	total_household_count_in_sites	1.8685983730164774e+20	0.25466870764433475	0.05960599600551623
23	XGBoost_grid_1_AutoML_20190416_021340_model_7	apartment_building_count_in_sites	1.8281090772259517e+20	0.24915047709179672	0.05831443713550594
24	XGBoost_grid_1_AutoML_20190416_021340_model_7	floor	1.632299074536719e+20	0.22246380057061316	0.05206833823770303
25	XGBoost_grid_1_AutoML_20190416_021340_model_7	bathroom_count	1.3853035510200952e+20	0.18880111966697322	0.04418948401160955
26	XGBoost_grid_1_AutoML_20190416_021340_model_7	total_household_count_of_area_type	1.333210537275603e+20	0.18170143432036107	0.042527780772428726
27	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_fuel_cogeneration	9.93133877788672e+19	0.1353528531473347	0.03167975248573784
28	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_type_district	8.564809431891365e+19	0.11672861224419727	0.027320691495690535
29	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_type_individual	7.432329167858827e+19	0.10129419415636036	0.023708218367755614
30	XGBoost_grid_1_AutoML_20190416_021340_model_7	room_count	4.331445573372399e+19	0.05903267723720726	0.013816780067498728
31	XGBoost_grid_1_AutoML_20190416_021340_model_7	front_door_structure_mixed	2.4842623003691844e+19	0.03385766993167469	0.007924492009131938
32	XGBoost_grid_1_AutoML_20190416_021340_model_7	front_door_structure_stairway	1.605542063250604e+19	0.021881712422589406	0.005121482239884189
33	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_type_central	1.41362098920835e+19	0.019266046445253007	0.004509277555457007
34	XGBoost_grid_1_AutoML_20190416_021340_model_7	front_door_structure_corridor	1.003650926410675e+19	0.013678620726958753	0.0032015233436168593
35	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_fuel_gas	5.592660946880299e+18	0.00762216084634463	0.001783990240352276
36	XGBoost_1_AutoML_20190416_023643	supply_area	6.47745838267769e+20	1.0	0.23516684719503883
37	XGBoost_1_AutoML_20190416_023643	exclusive_use_area	5.78806142546865e+20	0.8935698361177192	0.21013800110839156
38	XGBoost_1_AutoML_20190416_023643	city	4.642607100150216e+20	0.7167328334467858	0.1685518007228475
39	XGBoost_1_AutoML_20190416_023643	total_parking_capacity_in_site	1.8078578322609222e+20	0.2790998761328327	0.06563503792268413
40	XGBoost_1_AutoML_20190416_023643	apartment_building_count_in_sites	1.6326113358390074e+20	0.2520450521465348	0.059272640264409746
41	XGBoost_1_AutoML_20190416_023643	total_household_count_in_sites	1.3409910333974669e+20	0.20702426077851852	0.04868524270016773
42	XGBoost_1_AutoML_20190416_023643	floor	9.718227915753967e+19	0.15003149910994237	0.035282434625630424
43	XGBoost_1_AutoML_20190416_023643	total_household_count_of_area_type	9.338309704766666e+19	0.14416626326368367	0.03390312560361044
44	XGBoost_1_AutoML_20190416_023643	heat_fuel_cogeneration	8.222067908062426e+19	0.12693355051188362	0.02985056287715188
45	XGBoost_1_AutoML_20190416_023643	heat_type_individual	8.089842398924689e+19	0.12489223273991089	0.02937051261259385
46	XGBoost_1_AutoML_20190416_023643	heat_type_district	5.767698030317588e+19	0.08904261038159388	0.020939869949455667
47	XGBoost_1_AutoML_20190416_023643	room_count	5.60054631442122e+19	0.08646209645126324	0.02033301862431693
48	XGBoost_1_AutoML_20190416_023643	bathroom_count	4.551774509439176e+19	0.07027099582162867	0.016525408536628164
49	XGBoost_1_AutoML_20190416_023643	heat_fuel_gas	2.6400595795878347e+19	0.04075764634239875	0.00958484718943232
