	model_id	variable	relative_importance	scaled_importance	percentage
0	GBM_1_AutoML_20190416_015849	supply_area	5.142440512168814e+20	1.0	0.26965304008383767
1	GBM_1_AutoML_20190416_015849	city	3.556079913049879e+20	0.691516003857497	0.18646939270680088
2	GBM_1_AutoML_20190416_015849	exclusive_use_area	2.8717862730904633e+20	0.5584481271674047	0.15058723521981623
3	GBM_1_AutoML_20190416_015849	apartment_building_count_in_sites	1.3659960388754185e+20	0.2656318601339177	0.07162843862823566
4	GBM_1_AutoML_20190416_015849	total_parking_capacity_in_site	1.1062438055314771e+20	0.21512038941699316	0.05800786699031123
5	GBM_1_AutoML_20190416_015849	total_household_count_in_sites	8.393671766441984e+19	0.16322350733235744	0.04401371496531675
6	GBM_1_AutoML_20190416_015849	floor	7.956222709042931e+19	0.1547168643023818	0.041719872811375826
7	GBM_1_AutoML_20190416_015849	heat_fuel_cogeneration	6.286668838041813e+19	0.12225068667620664	0.03296526931457583
8	GBM_1_AutoML_20190416_015849	total_household_count_of_area_type	5.228192743433018e+19	0.10166753958672509	0.02741496112740433
9	GBM_1_AutoML_20190416_015849	heat_fuel_gas	4.359336664931867e+19	0.08477174708421324	0.0228589593144763
10	GBM_1_AutoML_20190416_015849	bathroom_count	4.257647232525376e+19	0.08279429236858049	0.02232573263877781
11	GBM_1_AutoML_20190416_015849	heat_type_district	3.5194944992644694e+19	0.06844015970502942	0.01845509712828455
12	GBM_1_AutoML_20190416_015849	heat_type_individual	3.422536045489973e+19	0.06655470369352945	0.017946678182839237
13	GBM_1_AutoML_20190416_015849	front_door_structure_stairway	2.4499676530895487e+19	0.047642119481831	0.01284684235431316
14	GBM_1_AutoML_20190416_015849	room_count	2.002224967831257e+19	0.038935306360730705	0.010499023726766617
15	GBM_1_AutoML_20190416_015849	front_door_structure_mixed	1.0703568675027288e+19	0.020814180834370175	0.005612607138842666
16	GBM_1_AutoML_20190416_015849	heat_type_central	7.370545410470838e+18	0.014332777196021126	0.0038648769437513992
17	GBM_1_AutoML_20190416_015849	front_door_structure_corridor	5.969837415672578e+18	0.01160895765647819	0.003130390724273887
18	XGBoost_grid_1_AutoML_20190416_021340_model_7	supply_area	7.337369362340837e+20	1.0	0.234053082362835
19	XGBoost_grid_1_AutoML_20190416_021340_model_7	exclusive_use_area	5.1960716987001e+20	0.7081654803108345	0.16574831348970837
20	XGBoost_grid_1_AutoML_20190416_021340_model_7	city	4.4163047373120576e+20	0.601892111357895	0.14087470391319004
21	XGBoost_grid_1_AutoML_20190416_021340_model_7	total_parking_capacity_in_site	2.6192748955614734e+20	0.3569773806134039	0.08355165626637812
22	XGBoost_grid_1_AutoML_20190416_021340_model_7	total_household_count_in_sites	1.8685983730164774e+20	0.25466870764433475	0.05960599600551623
23	XGBoost_grid_1_AutoML_20190416_021340_model_7	apartment_building_count_in_sites	1.8281090772259517e+20	0.24915047709179672	0.05831443713550594
24	XGBoost_grid_1_AutoML_20190416_021340_model_7	floor	1.632299074536719e+20	0.22246380057061316	0.05206833823770303
25	XGBoost_grid_1_AutoML_20190416_021340_model_7	bathroom_count	1.3853035510200952e+20	0.18880111966697322	0.04418948401160955
26	XGBoost_grid_1_AutoML_20190416_021340_model_7	total_household_count_of_area_type	1.333210537275603e+20	0.18170143432036107	0.042527780772428726
27	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_fuel_cogeneration	9.93133877788672e+19	0.1353528531473347	0.03167975248573784
28	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_type_district	8.564809431891365e+19	0.11672861224419727	0.027320691495690535
29	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_type_individual	7.432329167858827e+19	0.10129419415636036	0.023708218367755614
30	XGBoost_grid_1_AutoML_20190416_021340_model_7	room_count	4.331445573372399e+19	0.05903267723720726	0.013816780067498728
31	XGBoost_grid_1_AutoML_20190416_021340_model_7	front_door_structure_mixed	2.4842623003691844e+19	0.03385766993167469	0.007924492009131938
32	XGBoost_grid_1_AutoML_20190416_021340_model_7	front_door_structure_stairway	1.605542063250604e+19	0.021881712422589406	0.005121482239884189
33	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_type_central	1.41362098920835e+19	0.019266046445253007	0.004509277555457007
34	XGBoost_grid_1_AutoML_20190416_021340_model_7	front_door_structure_corridor	1.003650926410675e+19	0.013678620726958753	0.0032015233436168593
35	XGBoost_grid_1_AutoML_20190416_021340_model_7	heat_fuel_gas	5.592660946880299e+18	0.00762216084634463	0.001783990240352276
36	XGBoost_1_AutoML_20190416_015849	exclusive_use_area	6.66503260347023e+20	1.0	0.24313142433565593
37	XGBoost_1_AutoML_20190416_015849	supply_area	5.901882517332301e+20	0.8854994219022146	0.21529273569548538
38	XGBoost_1_AutoML_20190416_015849	city	4.536478015712626e+20	0.6806385333134986	0.1654846160622427
39	XGBoost_1_AutoML_20190416_015849	total_parking_capacity_in_site	1.6651456210221085e+20	0.24983307960941262	0.06074227249159981
40	XGBoost_1_AutoML_20190416_015849	total_household_count_in_sites	1.5735965885344095e+20	0.23609735798067927	0.05740268692772779
41	XGBoost_1_AutoML_20190416_015849	apartment_building_count_in_sites	1.5518922290021112e+20	0.2328409058635512	0.05661094108620958
42	XGBoost_1_AutoML_20190416_015849	heat_fuel_cogeneration	1.1600179285743737e+20	0.17404534945116343	0.04231589371105834
43	XGBoost_1_AutoML_20190416_015849	floor	1.0686420911582819e+20	0.16033561345249542	0.038982626070436364
44	XGBoost_1_AutoML_20190416_015849	total_household_count_of_area_type	9.142995098036444e+19	0.13717855023358824	0.033352416306592636
45	XGBoost_1_AutoML_20190416_015849	bathroom_count	6.6195521406161125e+19	0.09931762580080347	0.02414723582258504
46	XGBoost_1_AutoML_20190416_015849	heat_type_individual	5.476501171794136e+19	0.08216765764870722	0.01997753963845474
47	XGBoost_1_AutoML_20190416_015849	heat_type_district	3.71797701889664e+19	0.055783328306013534	0.013562680065224583
48	XGBoost_1_AutoML_20190416_015849	front_door_structure_stairway	2.155443232575796e+19	0.0323395752250865	0.00786276698688537
49	XGBoost_1_AutoML_20190416_015849	room_count	1.6986735568534634e+19	0.02548635029885718	0.006196532649278616
